time,coin,sz,side,payment,rate
1/6/2026 - 02:00:00,BNB,0.048,Long,-0.000545,0.0000125
1/6/2026 - 02:00:00,XRP,11,Long,-0.000326,0.0000125
1/6/2026 - 02:00:00,BCH,0.033,Long,-0.000269,0.0000125
1/6/2026 - 02:00:00,YGG,152,Short,0.000139,0.0000125
1/6/2026 - 02:00:00,TRX,106,Long,-0.000387,0.0000125
1/6/2026 - 02:00:00,BANANA,2.9,Short,0.000285,0.0000125
1/6/2026 - 02:00:00,TON,37.8,Long,-0.000897,0.0000125
1/6/2026 - 02:00:00,POLYX,176,Short,-0.000402,-0.0000382671
1/6/2026 - 02:00:00,GMT,1922,Short,0.000398,0.0000125
1/6/2026 - 02:00:00,USTC,2996,Short,-0.000281,-0.0000134769
1/6/2026 - 02:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 02:00:00,ETC,0.83,Long,-0.000138,0.0000125
1/6/2026 - 02:00:00,MAVIA,194,Short,0.00222,0.0001514214
1/6/2026 - 02:00:00,STRK,250,Short,0.000282,0.0000125
1/6/2026 - 02:00:00,TNSR,258.3,Short,-0.000132,-0.0000063294
1/6/2026 - 02:00:00,MERL,120,Short,0.000373,0.0000125
1/6/2026 - 02:00:00,EIGEN,27.48,Short,0.000154,0.0000125
1/6/2026 - 02:00:00,REZ,3636,Short,-0.006052,-0.0002884824
1/6/2026 - 02:00:00,TURBO,5084,Short,0.000136,0.0000125
1/6/2026 - 02:00:00,HMSTR,93765,Short,0.002045,0.0000879464
1/6/2026 - 02:00:00,XLM,90,Long,-0.000285,0.0000125
1/6/2026 - 02:00:00,ALGO,165,Long,-0.000289,0.0000125
1/6/2026 - 02:00:00,ME,48.6,Short,0.000138,0.0000125
1/6/2026 - 02:00:00,MOVE,1395,Short,0.000671,0.0000125
1/6/2026 - 02:00:00,AIXBT,541,Short,0.000282,0.0000125
1/6/2026 - 02:00:00,IP,7,Short,-0.003117,-0.0002091522
1/6/2026 - 02:00:00,AVNT,86,Short,-0.007196,-0.0002423365
1/6/2026 - 02:00:00,ZEC,0.03,Short,0.001096,0.0000728224
1/6/2026 - 03:00:00,BTC,0.00071,Long,-0.000759,0.0000114052
1/6/2026 - 03:00:00,ETH,0.0034,Long,-0.000094,0.0000086482
1/6/2026 - 03:00:00,ATOM,23.28,Long,-0.000691,0.0000125
1/6/2026 - 03:00:00,SOL,0.08,Long,-0.000011,0.0000010416
1/6/2026 - 03:00:00,AVAX,0.83,Long,-0.000149,0.0000125
1/6/2026 - 03:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/6/2026 - 03:00:00,XRP,11,Long,-0.000326,0.0000125
1/6/2026 - 03:00:00,BCH,0.033,Long,-0.000267,0.0000125
1/6/2026 - 03:00:00,YGG,152,Short,0.000138,0.0000125
1/6/2026 - 03:00:00,TRX,106,Long,-0.000387,0.0000125
1/6/2026 - 03:00:00,BANANA,2.9,Short,0.000283,0.0000125
1/6/2026 - 03:00:00,TON,37.8,Long,-0.000895,0.0000125
1/6/2026 - 03:00:00,POLYX,176,Short,0.000042,0.0000040467
1/6/2026 - 03:00:00,GMT,1922,Short,0.000396,0.0000125
1/6/2026 - 03:00:00,USTC,2996,Short,0.000259,0.0000125
1/6/2026 - 03:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 03:00:00,ETC,0.83,Long,-0.000137,0.0000125
1/6/2026 - 03:00:00,MAVIA,194,Short,0.001903,0.0001337666
1/6/2026 - 03:00:00,STRK,250,Short,0.000281,0.0000125
1/6/2026 - 03:00:00,TNSR,258.3,Short,0.000212,0.0000101583
1/6/2026 - 03:00:00,MERL,120,Short,0.000381,0.0000125
1/6/2026 - 03:00:00,EIGEN,27.48,Short,0.000153,0.0000125
1/6/2026 - 03:00:00,REZ,3636,Short,-0.002976,-0.0001421221
1/6/2026 - 03:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 03:00:00,HMSTR,93765,Short,0.00029,0.0000125
1/6/2026 - 03:00:00,XLM,90,Long,-0.000281,0.0000125
1/6/2026 - 03:00:00,ALGO,165,Long,-0.000289,0.0000125
1/6/2026 - 03:00:00,ME,48.6,Short,0.000138,0.0000125
1/6/2026 - 03:00:00,MOVE,1395,Short,0.000669,0.0000125
1/6/2026 - 03:00:00,AIXBT,541,Short,0.000283,0.0000125
1/6/2026 - 03:00:00,IP,7,Short,-0.002999,-0.0002013999
1/6/2026 - 03:00:00,AVNT,86,Short,-0.009012,-0.0003036312
1/6/2026 - 03:00:00,ZEC,0.03,Short,0.000988,0.0000660496
1/6/2026 - 04:00:00,BTC,0.00071,Long,-0.000776,0.0000116812
1/6/2026 - 04:00:00,ETH,0.0034,Long,-0.000041,0.0000037791
1/6/2026 - 04:00:00,ATOM,23.28,Long,-0.000691,0.0000125
1/6/2026 - 04:00:00,SOL,0.08,Long,-0.000068,0.0000062481
1/6/2026 - 04:00:00,AVAX,0.83,Long,-0.000093,0.0000078677
1/6/2026 - 04:00:00,BNB,0.048,Long,-0.000543,0.0000125
1/6/2026 - 04:00:00,XRP,11,Long,-0.000329,0.0000125
1/6/2026 - 04:00:00,BCH,0.033,Long,-0.000266,0.0000125
1/6/2026 - 04:00:00,YGG,152,Short,0.000139,0.0000125
1/6/2026 - 04:00:00,TRX,106,Long,-0.000388,0.0000125
1/6/2026 - 04:00:00,BANANA,2.9,Short,0.000285,0.0000125
1/6/2026 - 04:00:00,TON,37.8,Long,-0.000894,0.0000125
1/6/2026 - 04:00:00,POLYX,176,Short,0,-1.9e-8
1/6/2026 - 04:00:00,GMT,1922,Short,0.000397,0.0000125
1/6/2026 - 04:00:00,USTC,2996,Short,0.000261,0.0000125
1/6/2026 - 04:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 04:00:00,ETC,0.83,Long,-0.000137,0.0000125
1/6/2026 - 04:00:00,MAVIA,194,Short,0.002015,0.0001454539
1/6/2026 - 04:00:00,STRK,250,Short,0.000282,0.0000125
1/6/2026 - 04:00:00,TNSR,258.3,Short,-0.000014,-7.009e-7
1/6/2026 - 04:00:00,MERL,120,Short,0.00038,0.0000125
1/6/2026 - 04:00:00,EIGEN,27.48,Short,0.000153,0.0000125
1/6/2026 - 04:00:00,REZ,3636,Short,-0.004357,-0.0002063584
1/6/2026 - 04:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 04:00:00,HMSTR,93765,Short,0.000291,0.0000125
1/6/2026 - 04:00:00,XLM,90,Long,-0.000282,0.0000125
1/6/2026 - 04:00:00,ALGO,165,Long,-0.00029,0.0000125
1/6/2026 - 04:00:00,ME,48.6,Short,0.000138,0.0000125
1/6/2026 - 04:00:00,MOVE,1395,Short,0.000665,0.0000125
1/6/2026 - 04:00:00,AIXBT,541,Short,0.000288,0.0000125
1/6/2026 - 04:00:00,IP,7,Short,-0.002277,-0.0001549196
1/6/2026 - 04:00:00,AVNT,86,Short,-0.007574,-0.0002496846
1/6/2026 - 04:00:00,ZEC,0.03,Short,0.001027,0.0000682292
1/6/2026 - 05:00:00,BTC,0.00071,Long,-0.000832,0.0000125
1/6/2026 - 05:00:00,ETH,0.0034,Long,-0.00009,0.000008295
1/6/2026 - 05:00:00,ATOM,23.28,Long,-0.00035,0.0000062842
1/6/2026 - 05:00:00,SOL,0.08,Long,-0.00011,0.0000100144
1/6/2026 - 05:00:00,AVAX,0.83,Long,0.000037,-0.0000031676
1/6/2026 - 05:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/6/2026 - 05:00:00,XRP,11,Long,-0.000328,0.0000125
1/6/2026 - 05:00:00,BCH,0.033,Long,-0.000266,0.0000125
1/6/2026 - 05:00:00,YGG,152,Short,0.00014,0.0000125
1/6/2026 - 05:00:00,TRX,106,Long,-0.000388,0.0000125
1/6/2026 - 05:00:00,BANANA,2.9,Short,0.000286,0.0000125
1/6/2026 - 05:00:00,TON,37.8,Long,-0.000897,0.0000125
1/6/2026 - 05:00:00,POLYX,176,Short,0.000131,0.0000125
1/6/2026 - 05:00:00,GMT,1922,Short,0.000399,0.0000125
1/6/2026 - 05:00:00,USTC,2996,Short,0.000262,0.0000125
1/6/2026 - 05:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 05:00:00,ETC,0.83,Long,-0.000138,0.0000125
1/6/2026 - 05:00:00,MAVIA,194,Short,0.002023,0.0001486331
1/6/2026 - 05:00:00,STRK,250,Short,0.000283,0.0000125
1/6/2026 - 05:00:00,TNSR,258.3,Short,0.000205,0.0000098226
1/6/2026 - 05:00:00,MERL,120,Short,0.00039,0.0000125
1/6/2026 - 05:00:00,EIGEN,27.48,Short,0.000155,0.0000125
1/6/2026 - 05:00:00,REZ,3636,Short,-0.00552,-0.0002577919
1/6/2026 - 05:00:00,TURBO,5084,Short,0.000139,0.0000125
1/6/2026 - 05:00:00,HMSTR,93765,Short,0.000631,0.0000267348
1/6/2026 - 05:00:00,XLM,90,Long,-0.000282,0.0000125
1/6/2026 - 05:00:00,ALGO,165,Long,-0.000292,0.0000125
1/6/2026 - 05:00:00,ME,48.6,Short,0.000139,0.0000125
1/6/2026 - 05:00:00,MOVE,1395,Short,0.00067,0.0000125
1/6/2026 - 05:00:00,AIXBT,541,Short,0.000287,0.0000125
1/6/2026 - 05:00:00,IP,7,Short,-0.001755,-0.0001191657
1/6/2026 - 05:00:00,AVNT,86,Short,-0.006008,-0.0001999033
1/6/2026 - 05:00:00,ZEC,0.03,Short,0.000933,0.0000611279
1/6/2026 - 06:00:00,BTC,0.00071,Long,-0.000832,0.0000125
1/6/2026 - 06:00:00,ETH,0.0034,Long,-0.000097,0.0000088922
1/6/2026 - 06:00:00,ATOM,23.28,Long,-0.000695,0.0000125
1/6/2026 - 06:00:00,SOL,0.08,Long,-0.000109,0.0000099158
1/6/2026 - 06:00:00,AVAX,0.83,Long,0.000103,-0.000008642
1/6/2026 - 06:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/6/2026 - 06:00:00,XRP,11,Long,-0.000328,0.0000125
1/6/2026 - 06:00:00,BCH,0.033,Long,-0.000266,0.0000125
1/6/2026 - 06:00:00,YGG,152,Short,0.000141,0.0000125
1/6/2026 - 06:00:00,TRX,106,Long,-0.000387,0.0000125
1/6/2026 - 06:00:00,BANANA,2.9,Short,0.000285,0.0000125
1/6/2026 - 06:00:00,TON,37.8,Long,-0.000899,0.0000125
1/6/2026 - 06:00:00,POLYX,176,Short,0.000132,0.0000125
1/6/2026 - 06:00:00,GMT,1922,Short,0.000398,0.0000125
1/6/2026 - 06:00:00,USTC,2996,Short,0.000262,0.0000125
1/6/2026 - 06:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 06:00:00,ETC,0.83,Long,-0.000137,0.0000125
1/6/2026 - 06:00:00,MAVIA,194,Short,0.002096,0.0001531479
1/6/2026 - 06:00:00,STRK,250,Short,0.000285,0.0000125
1/6/2026 - 06:00:00,TNSR,258.3,Short,-0.000133,-0.0000063748
1/6/2026 - 06:00:00,MERL,120,Short,0.000395,0.0000125
1/6/2026 - 06:00:00,EIGEN,27.48,Short,0.000157,0.0000125
1/6/2026 - 06:00:00,REZ,3636,Short,-0.00379,-0.0001797546
1/6/2026 - 06:00:00,TURBO,5084,Short,0.000138,0.0000125
1/6/2026 - 06:00:00,HMSTR,93765,Short,0.00097,0.0000412462
1/6/2026 - 06:00:00,XLM,90,Long,-0.000282,0.0000125
1/6/2026 - 06:00:00,ALGO,165,Long,-0.000294,0.0000125
1/6/2026 - 06:00:00,ME,48.6,Short,0.000139,0.0000125
1/6/2026 - 06:00:00,MOVE,1395,Short,0.00067,0.0000125
1/6/2026 - 06:00:00,AIXBT,541,Short,0.00029,0.0000125
1/6/2026 - 06:00:00,IP,7,Short,-0.002171,-0.0001476252
1/6/2026 - 06:00:00,AVNT,86,Short,-0.00681,-0.0002255284
1/6/2026 - 06:00:00,ZEC,0.03,Short,0.000191,0.0000125
1/6/2026 - 07:00:00,BTC,0.00071,Long,-0.00083,0.0000125
1/6/2026 - 07:00:00,ETH,0.0034,Long,-0.000136,0.0000125
1/6/2026 - 07:00:00,ATOM,23.28,Long,-0.000692,0.0000125
1/6/2026 - 07:00:00,SOL,0.08,Long,-0.000138,0.0000124352
1/6/2026 - 07:00:00,AVAX,0.83,Long,0.00009,-0.0000075956
1/6/2026 - 07:00:00,BNB,0.048,Long,-0.000543,0.0000125
1/6/2026 - 07:00:00,XRP,11,Long,-0.000328,0.0000125
1/6/2026 - 07:00:00,BCH,0.033,Long,-0.000267,0.0000125
1/6/2026 - 07:00:00,YGG,152,Short,0.00014,0.0000125
1/6/2026 - 07:00:00,TRX,106,Long,-0.000388,0.0000125
1/6/2026 - 07:00:00,BANANA,2.9,Short,0.000281,0.0000125
1/6/2026 - 07:00:00,TON,37.8,Long,-0.0009,0.0000125
1/6/2026 - 07:00:00,POLYX,176,Short,-0.000072,-0.0000068167
1/6/2026 - 07:00:00,GMT,1922,Short,0.000396,0.0000125
1/6/2026 - 07:00:00,USTC,2996,Short,0.00026,0.0000125
1/6/2026 - 07:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 07:00:00,ETC,0.83,Long,-0.000137,0.0000125
1/6/2026 - 07:00:00,MAVIA,194,Short,0.000172,0.0000125
1/6/2026 - 07:00:00,STRK,250,Short,0.000284,0.0000125
1/6/2026 - 07:00:00,TNSR,258.3,Short,0.00026,0.0000125
1/6/2026 - 07:00:00,MERL,120,Short,0.00039,0.0000125
1/6/2026 - 07:00:00,EIGEN,27.48,Short,0.000154,0.0000125
1/6/2026 - 07:00:00,REZ,3636,Short,-0.002998,-0.0001439219
1/6/2026 - 07:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 07:00:00,HMSTR,93765,Short,0.001251,0.000053612
1/6/2026 - 07:00:00,XLM,90,Long,-0.000282,0.0000125
1/6/2026 - 07:00:00,ALGO,165,Long,-0.000295,0.0000125
1/6/2026 - 07:00:00,ME,48.6,Short,0.000139,0.0000125
1/6/2026 - 07:00:00,MOVE,1395,Short,0.000667,0.0000125
1/6/2026 - 07:00:00,AIXBT,541,Short,0.00028,0.0000125
1/6/2026 - 07:00:00,IP,7,Short,-0.003971,-0.0002711574
1/6/2026 - 07:00:00,AVNT,86,Short,-0.007832,-0.0002616518
1/6/2026 - 07:00:00,ZEC,0.03,Short,0.00019,0.0000125
1/6/2026 - 08:00:00,BTC,0.00071,Long,-0.00057,0.0000085744
1/6/2026 - 08:00:00,ETH,0.0034,Long,-0.000137,0.0000125
1/6/2026 - 08:00:00,ATOM,23.28,Long,-0.000158,0.0000028445
1/6/2026 - 08:00:00,SOL,0.08,Long,-0.00012,0.0000108375
1/6/2026 - 08:00:00,AVAX,0.83,Long,0.000237,-0.0000197417
1/6/2026 - 08:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/6/2026 - 08:00:00,XRP,11,Long,-0.000223,0.0000085388
1/6/2026 - 08:00:00,BCH,0.033,Long,-0.000266,0.0000125
1/6/2026 - 08:00:00,YGG,152,Short,0.00014,0.0000125
1/6/2026 - 08:00:00,TRX,106,Long,-0.000388,0.0000125
1/6/2026 - 08:00:00,BANANA,2.9,Short,0.000284,0.0000125
1/6/2026 - 08:00:00,TON,37.8,Long,-0.0009,0.0000125
1/6/2026 - 08:00:00,POLYX,176,Short,0.000058,0.0000053731
1/6/2026 - 08:00:00,GMT,1922,Short,0.000397,0.0000125
1/6/2026 - 08:00:00,USTC,2996,Short,-0.000138,-0.0000066028
1/6/2026 - 08:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 08:00:00,ETC,0.83,Long,-0.000138,0.0000125
1/6/2026 - 08:00:00,MAVIA,194,Short,0.000176,0.0000125
1/6/2026 - 08:00:00,STRK,250,Short,0.000283,0.0000125
1/6/2026 - 08:00:00,TNSR,258.3,Short,0.000261,0.0000125
1/6/2026 - 08:00:00,MERL,120,Short,0.000393,0.0000125
1/6/2026 - 08:00:00,EIGEN,27.48,Short,0.000152,0.0000125
1/6/2026 - 08:00:00,REZ,3636,Short,-0.001433,-0.0000684984
1/6/2026 - 08:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 08:00:00,HMSTR,93765,Short,0.0022,0.0000938534
1/6/2026 - 08:00:00,XLM,90,Long,-0.000281,0.0000125
1/6/2026 - 08:00:00,ALGO,165,Long,-0.000295,0.0000125
1/6/2026 - 08:00:00,ME,48.6,Short,0.000139,0.0000125
1/6/2026 - 08:00:00,MOVE,1395,Short,0.000668,0.0000125
1/6/2026 - 08:00:00,AIXBT,541,Short,0.000281,0.0000125
1/6/2026 - 08:00:00,IP,7,Short,-0.004164,-0.0002833915
1/6/2026 - 08:00:00,AVNT,86,Short,-0.008121,-0.0002680615
1/6/2026 - 08:00:00,ZEC,0.03,Short,0.000189,0.0000125
1/6/2026 - 09:00:00,BTC,0.00071,Long,-0.000827,0.0000125
1/6/2026 - 09:00:00,ETH,0.0034,Long,-0.00002,0.0000019105
1/6/2026 - 09:00:00,ATOM,23.28,Long,-0.000693,0.0000125
1/6/2026 - 09:00:00,SOL,0.08,Long,-0.000044,0.000004005
1/6/2026 - 09:00:00,AVAX,0.83,Long,0.000189,-0.0000159512
1/6/2026 - 09:00:00,BNB,0.048,Long,-0.000542,0.0000125
1/6/2026 - 09:00:00,XRP,11,Long,-0.000135,0.0000052676
1/6/2026 - 09:00:00,BCH,0.033,Long,-0.000264,0.0000125
1/6/2026 - 09:00:00,YGG,152,Short,0.0001,0.0000090446
1/6/2026 - 09:00:00,TRX,106,Long,-0.000388,0.0000125
1/6/2026 - 09:00:00,BANANA,2.9,Short,0.000282,0.0000125
1/6/2026 - 09:00:00,TON,37.8,Long,-0.000899,0.0000125
1/6/2026 - 09:00:00,POLYX,176,Short,-0.000247,-0.0000233202
1/6/2026 - 09:00:00,GMT,1922,Short,0.000394,0.0000125
1/6/2026 - 09:00:00,USTC,2996,Short,0.00027,0.0000125
1/6/2026 - 09:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 09:00:00,ETC,0.83,Long,-0.000135,0.0000125
1/6/2026 - 09:00:00,MAVIA,194,Short,0.001814,0.0001290248
1/6/2026 - 09:00:00,STRK,250,Short,0.000282,0.0000125
1/6/2026 - 09:00:00,TNSR,258.3,Short,0.000108,0.000005202
1/6/2026 - 09:00:00,MERL,120,Short,0.000354,0.0000114281
1/6/2026 - 09:00:00,EIGEN,27.48,Short,0.00015,0.0000125
1/6/2026 - 09:00:00,REZ,3636,Short,-0.004162,-0.0002008327
1/6/2026 - 09:00:00,TURBO,5084,Short,0.000136,0.0000125
1/6/2026 - 09:00:00,HMSTR,93765,Short,0.00252,0.0001088392
1/6/2026 - 09:00:00,XLM,90,Long,-0.000276,0.0000125
1/6/2026 - 09:00:00,ALGO,165,Long,-0.00029,0.0000125
1/6/2026 - 09:00:00,ME,48.6,Short,0.000137,0.0000125
1/6/2026 - 09:00:00,MOVE,1395,Short,0.000657,0.0000125
1/6/2026 - 09:00:00,AIXBT,541,Short,0.000281,0.0000125
1/6/2026 - 09:00:00,IP,7,Short,-0.004329,-0.0002958433
1/6/2026 - 09:00:00,AVNT,86,Short,-0.006453,-0.0002148805
1/6/2026 - 09:00:00,ZEC,0.03,Short,0.000188,0.0000125
1/6/2026 - 10:00:00,BTC,0.00071,Long,-0.000827,0.0000125
1/6/2026 - 10:00:00,ETH,0.0034,Long,-0.00012,0.0000109874
1/6/2026 - 10:00:00,ATOM,23.28,Long,-0.000692,0.0000125
1/6/2026 - 10:00:00,SOL,0.08,Long,-0.00011,0.0000100768
1/6/2026 - 10:00:00,AVAX,0.83,Long,0.000178,-0.000015052
1/6/2026 - 10:00:00,BNB,0.048,Long,-0.000544,0.0000125
1/6/2026 - 10:00:00,XRP,11,Long,-0.000278,0.0000108722
1/6/2026 - 10:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/6/2026 - 10:00:00,YGG,152,Short,0.000043,0.000003902
1/6/2026 - 10:00:00,TRX,106,Long,-0.000387,0.0000125
1/6/2026 - 10:00:00,BANANA,2.9,Short,0.000292,0.0000125
1/6/2026 - 10:00:00,TON,37.8,Long,-0.0009,0.0000125
1/6/2026 - 10:00:00,POLYX,176,Short,-0.000568,-0.0000534404
1/6/2026 - 10:00:00,GMT,1922,Short,0.000393,0.0000125
1/6/2026 - 10:00:00,USTC,2996,Short,0.000266,0.0000125
1/6/2026 - 10:00:00,CAKE,5.1,Long,-0.000131,0.0000125
1/6/2026 - 10:00:00,ETC,0.83,Long,-0.000135,0.0000125
1/6/2026 - 10:00:00,MAVIA,194,Short,0.000175,0.0000125
1/6/2026 - 10:00:00,STRK,250,Short,0.000293,0.0000125
1/6/2026 - 10:00:00,TNSR,258.3,Short,-0.003693,-0.000176311
1/6/2026 - 10:00:00,MERL,120,Short,0.000139,0.0000045629
1/6/2026 - 10:00:00,EIGEN,27.48,Short,0.000151,0.0000125
1/6/2026 - 10:00:00,REZ,3636,Short,-0.002624,-0.0001277766
1/6/2026 - 10:00:00,TURBO,5084,Short,0.000135,0.0000125
1/6/2026 - 10:00:00,HMSTR,93765,Short,0.00029,0.0000125
1/6/2026 - 10:00:00,XLM,90,Long,-0.000275,0.0000125
1/6/2026 - 10:00:00,ALGO,165,Long,-0.00029,0.0000125
1/6/2026 - 10:00:00,ME,48.6,Short,0.000137,0.0000125
1/6/2026 - 10:00:00,MOVE,1395,Short,0.000656,0.0000125
1/6/2026 - 10:00:00,AIXBT,541,Short,0.000281,0.0000125
1/6/2026 - 10:00:00,IP,7,Short,-0.003779,-0.0002590201
1/6/2026 - 10:00:00,AVNT,86,Short,-0.007518,-0.0002527076
1/6/2026 - 10:00:00,ZEC,0.03,Short,0.00019,0.0000125
1/6/2026 - 11:00:00,BTC,0.00071,Long,-0.000829,0.0000125
1/6/2026 - 11:00:00,ETH,0.0034,Long,-0.000086,0.0000079
1/6/2026 - 11:00:00,ATOM,23.28,Long,-0.000269,0.0000048657
1/6/2026 - 11:00:00,SOL,0.08,Long,-0.000079,0.0000072554
1/6/2026 - 11:00:00,AVAX,0.83,Long,-0.000149,0.0000125
1/6/2026 - 11:00:00,BNB,0.048,Long,-0.000547,0.0000125
1/6/2026 - 11:00:00,XRP,11,Long,-0.000259,0.0000100356
1/6/2026 - 11:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/6/2026 - 11:00:00,YGG,152,Short,0.000139,0.0000125
1/6/2026 - 11:00:00,TRX,106,Long,-0.000148,0.0000048185
1/6/2026 - 11:00:00,BANANA,2.9,Short,0.000286,0.0000125
1/6/2026 - 11:00:00,TON,37.8,Long,-0.0009,0.0000125
1/6/2026 - 11:00:00,POLYX,176,Short,-0.000184,-0.0000169923
1/6/2026 - 11:00:00,GMT,1922,Short,-0.000102,-0.0000032573
1/6/2026 - 11:00:00,USTC,2996,Short,0.000275,0.0000125
1/6/2026 - 11:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 11:00:00,ETC,0.83,Long,-0.000129,0.0000119262
1/6/2026 - 11:00:00,MAVIA,194,Short,0.000694,0.0000489723
1/6/2026 - 11:00:00,STRK,250,Short,0.000134,0.0000056784
1/6/2026 - 11:00:00,TNSR,258.3,Short,-0.001143,-0.0000538875
1/6/2026 - 11:00:00,MERL,120,Short,0.000373,0.0000125
1/6/2026 - 11:00:00,EIGEN,27.48,Short,0.000151,0.0000125
1/6/2026 - 11:00:00,REZ,3636,Short,-0.002442,-0.0001191446
1/6/2026 - 11:00:00,TURBO,5084,Short,0.000136,0.0000125
1/6/2026 - 11:00:00,HMSTR,93765,Short,0.001872,0.0000801846
1/6/2026 - 11:00:00,XLM,90,Long,-0.000278,0.0000125
1/6/2026 - 11:00:00,ALGO,165,Long,-0.000291,0.0000125
1/6/2026 - 11:00:00,ME,48.6,Short,0.000137,0.0000125
1/6/2026 - 11:00:00,MOVE,1395,Short,0.000658,0.0000125
1/6/2026 - 11:00:00,AIXBT,541,Short,0.000279,0.0000125
1/6/2026 - 11:00:00,IP,7,Short,-0.003577,-0.0002453165
1/6/2026 - 11:00:00,AVNT,86,Short,-0.009636,-0.0003206829
1/6/2026 - 11:00:00,ZEC,0.03,Short,0.000192,0.0000125
1/6/2026 - 12:00:00,BTC,0.00071,Long,-0.00083,0.0000125
1/6/2026 - 12:00:00,ETH,0.0034,Long,-0.000102,0.000009376
1/6/2026 - 12:00:00,ATOM,23.28,Long,0.000394,-0.0000070746
1/6/2026 - 12:00:00,SOL,0.08,Long,-0.000103,0.0000093725
1/6/2026 - 12:00:00,AVAX,0.83,Long,-0.000149,0.0000125
1/6/2026 - 12:00:00,BNB,0.048,Long,-0.000547,0.0000125
1/6/2026 - 12:00:00,XRP,11,Long,-0.000298,0.0000115022
1/6/2026 - 12:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/6/2026 - 12:00:00,YGG,152,Short,0.00014,0.0000125
1/6/2026 - 12:00:00,TRX,106,Long,0.000062,-0.0000020292
1/6/2026 - 12:00:00,BANANA,2.9,Short,0.000282,0.0000125
1/6/2026 - 12:00:00,TON,37.8,Long,-0.000903,0.0000125
1/6/2026 - 12:00:00,POLYX,176,Short,-0.002532,-0.0002237408
1/6/2026 - 12:00:00,GMT,1922,Short,-0.000399,-0.0000125757
1/6/2026 - 12:00:00,USTC,2996,Short,-0.000809,-0.0000355342
1/6/2026 - 12:00:00,CAKE,5.1,Long,-0.000132,0.0000125
1/6/2026 - 12:00:00,ETC,0.83,Long,-0.000136,0.0000125
1/6/2026 - 12:00:00,MAVIA,194,Short,0.00083,0.0000585589
1/6/2026 - 12:00:00,STRK,250,Short,0.000295,0.0000125
1/6/2026 - 12:00:00,TNSR,258.3,Short,-0.000484,-0.0000228806
1/6/2026 - 12:00:00,MERL,120,Short,0.000374,0.0000125
1/6/2026 - 12:00:00,EIGEN,27.48,Short,0.000151,0.0000125
1/6/2026 - 12:00:00,REZ,3636,Short,-0.001074,-0.0000519397
1/6/2026 - 12:00:00,TURBO,5084,Short,0.000137,0.0000125
1/6/2026 - 12:00:00,HMSTR,93765,Short,0.001396,0.0000595694
1/6/2026 - 12:00:00,XLM,90,Long,-0.000278,0.0000125
1/6/2026 - 12:00:00,ALGO,165,Long,-0.000294,0.0000125
1/6/2026 - 12:00:00,ME,48.6,Short,0.000137,0.0000125
1/6/2026 - 12:00:00,MOVE,1395,Short,0.000665,0.0000125
1/6/2026 - 12:00:00,AIXBT,541,Short,0.000283,0.0000125
1/6/2026 - 12:00:00,IP,7,Short,-0.003364,-0.000229277
1/6/2026 - 12:00:00,AVNT,86,Short,-0.006956,-0.0002323782
1/6/2026 - 12:00:00,ZEC,0.03,Short,-0.00027,-0.0000176457
1/6/2026 - 13:00:00,BTC,0.00071,Long,-0.000832,0.0000125
1/6/2026 - 13:00:00,ETH,0.0034,Long,-0.000137,0.0000125
1/6/2026 - 13:00:00,ATOM,23.28,Long,0.000647,-0.0000114828
1/6/2026 - 13:00:00,SOL,0.08,Long,-0.000139,0.0000125
1/6/2026 - 13:00:00,AVAX,0.83,Long,-0.00015,0.0000125
1/6/2026 - 13:00:00,BNB,0.048,Long,-0.000547,0.0000125
1/6/2026 - 13:00:00,XRP,11,Long,-0.000319,0.0000122135
1/6/2026 - 13:00:00,BCH,0.033,Long,-0.000263,0.0000125
1/6/2026 - 13:00:00,YGG,152,Short,0.000141,0.0000125
1/6/2026 - 13:00:00,TRX,106,Long,-0.000334,0.0000108283
1/6/2026 - 13:00:00,BANANA,2.9,Short,0.000285,0.0000125
1/6/2026 - 13:00:00,TON,37.8,Long,-0.000915,0.0000125
1/6/2026 - 13:00:00,POLYX,176,Short,-0.022645,-0.0019795207
